project_id,project_type,state,district,land_area_hectares,affected_families,legal_disputes,pending_approvals,approval_delay_days,compensation_percentage,documentation_percentage,rehabilitation_percentage,possession_percentage,stakeholder_response_percentage,historical_performance_percentage,sia_to_preliminary_months,land_record_update_days,objection_disposal_days,acquisition_cost_deposit_months,preliminary_to_declaration_months,award_duration_months,rr_implementation_months,official_benchmark_breaches,current_stage,latitude,longitude,delay_days,delayed
LA03816,Irrigation,Rajasthan,Sawai Madhopur,76.47,60,2,1,45,59.73,72.9,53.41,56.91,67.52,76.28,12.33,54,55,2.36,8.66,19.95,11.87,1,Compensation,26.157236,76.234605,282,1
LA03817,Power,Madhya Pradesh,Jabalpur,141.81,178,2,1,35,41.15,41.59,18.38,28.57,39.75,37.37,7.48,76,19,8.89,13.14,5.24,11.56,3,Award,23.182594,79.931161,444,1
LA03818,Highway,Tamil Nadu,Chennai,90.91,112,5,1,47,57.58,56.8,68.06,61.49,78.26,73.73,6.97,52,76,5.99,11.47,20.8,15.76,1,Possession,13.111864,80.214811,3,0
LA03819,Metro,Rajasthan,Sawai Madhopur,96.79,153,0,1,40,50.46,70.64,59.96,60.83,70.09,64.07,9.16,39,66,7.28,6.29,17.61,25.81,3,Compensation,26.010127,76.401697,291,1
LA03820,Power,Punjab,Ludhiana,20.17,32,1,2,77,61.41,59.99,79.09,58.82,72.86,76.19,9.45,84,55,4.7,12.04,27.85,9.41,2,Possession,30.874746,75.769108,389,1
LA03821,Airport,Uttar Pradesh,Varanasi,55.74,111,0,0,54,74.0,55.7,65.29,47.26,65.44,75.8,10.66,33,22,5.95,6.18,20.38,11.17,0,Possession,25.217617,83.040389,386,1
LA03822,Highway,Karnataka,Mysuru,25.0,48,1,1,99,58.37,75.07,73.67,61.25,75.08,85.71,10.45,66,63,6.21,8.19,15.8,15.1,3,Possession,12.297601,76.732295,350,1
LA03823,Railway,Telangana,Warangal,33.05,5,1,2,67,45.5,66.25,50.11,81.13,53.37,65.88,7.86,87,69,8.36,3.92,10.27,14.21,3,Compensation,17.978063,79.478642,363,1
LA03824,Metro,Uttar Pradesh,Agra,28.44,24,2,4,77,74.68,72.73,68.65,75.57,72.02,81.56,8.17,52,55,7.06,11.79,24.32,6.83,1,Possession,27.14951,77.990687,20,0
LA03825,Metro,Andhra Pradesh,Kurnool,27.45,5,0,0,77,53.37,39.5,53.61,52.27,25.12,42.6,12.05,78,69,3.28,7.97,32.8,18.53,5,Compensation,15.828291,78.063167,493,1
LA03826,Railway,Uttar Pradesh,Agra,60.29,72,2,1,48,49.85,83.59,62.18,71.09,67.77,47.33,9.31,73,34,3.8,9.89,13.29,11.75,1,Possession,27.089839,77.989293,236,1
LA03827,Urban Development,Maharashtra,Nashik,69.27,102,1,1,69,40.16,19.27,32.17,28.69,42.13,45.02,8.67,58,27,3.0,6.12,15.18,20.8,1,Award,19.962622,73.731388,461,1
LA03828,Urban Development,Gujarat,Rajkot,29.45,32,1,1,56,48.43,69.96,45.49,79.71,70.08,63.69,6.62,36,51,5.79,12.32,18.09,17.45,1,Compensation,22.333762,70.781919,329,1
LA03829,Highway,Andhra Pradesh,Vijayawada,399.47,314,3,2,57,56.3,49.98,42.34,45.51,59.05,39.37,9.57,79,49,4.66,14.68,21.4,23.03,3,Compensation,16.604865,80.555914,465,1
LA03830,Irrigation,Maharashtra,Nashik,80.51,96,4,2,111,60.27,79.19,52.36,59.36,79.01,57.96,11.19,34,46,9.8,5.27,13.48,4.0,1,Compensation,19.907975,73.761994,241,1
LA03831,Industrial Corridor,Maharashtra,Nashik,8.67,7,1,1,38,47.62,57.69,72.98,43.23,70.19,67.87,12.39,43,58,2.54,11.66,15.87,7.28,1,Compensation,20.08564,73.857853,9,0
LA03832,Power,Gujarat,Surat,28.22,28,1,1,43,34.77,49.21,50.47,38.2,61.68,43.19,9.43,19,51,3.43,12.94,10.7,20.26,2,Compensation,21.160158,72.741876,20,0
LA03833,Urban Development,Telangana,Nalgonda,40.28,99,4,1,23,74.07,71.52,41.26,56.38,68.83,62.21,10.98,42,59,5.42,7.74,21.17,14.26,0,Compensation,16.955755,79.234998,16,0
LA03834,Highway,Tamil Nadu,Madurai,248.1,350,4,2,118,57.67,80.62,46.0,79.7,79.41,83.75,10.99,37,54,7.27,8.65,22.72,17.31,1,Possession,9.897007,78.228969,453,1
LA03835,Railway,Madhya Pradesh,Gwalior,193.04,301,1,2,54,43.14,44.17,82.6,62.19,37.27,51.21,7.26,54,18,4.63,13.44,12.61,20.06,2,Possession,26.203678,78.198112,440,1
LA03836,Industrial Corridor,Punjab,Ludhiana,193.71,227,7,2,78,58.44,47.88,58.57,62.13,47.89,52.71,13.24,64,67,4.1,5.94,33.82,13.12,4,Compensation,30.999467,75.919227,501,1
LA03837,Industrial Corridor,Gujarat,Rajkot,311.9,375,4,2,128,53.33,34.14,28.71,53.75,34.88,57.06,17.28,45,64,4.78,11.06,22.24,16.82,2,Compensation,22.14836,70.933248,436,1
LA03838,Industrial Corridor,Uttar Pradesh,Agra,41.48,122,2,1,57,41.71,31.37,60.55,27.96,38.94,23.62,14.16,51,49,5.89,8.94,27.1,24.01,2,Compensation,27.139636,78.053139,430,1
LA03839,Airport,Telangana,Hyderabad,26.29,25,1,1,38,83.2,88.41,67.04,82.71,87.84,90.23,12.11,33,48,5.59,9.22,19.26,14.72,1,Possession,17.278695,78.52602,36,0
LA03840,Urban Development,Uttar Pradesh,Lucknow,20.83,44,1,0,18,35.04,43.8,67.06,49.19,53.7,53.14,16.18,81,51,1.95,2.91,15.67,7.45,2,Compensation,26.805385,80.911631,432,1
LA03841,Highway,Telangana,Hyderabad,118.71,132,1,0,19,80.22,60.61,83.81,55.29,56.16,69.3,6.58,53,67,5.87,7.54,31.95,10.85,2,Possession,17.548161,78.332539,86,0
LA03842,Railway,Madhya Pradesh,Indore,41.7,16,2,1,24,89.66,76.82,74.97,71.91,66.18,64.08,9.75,53,101,6.92,11.35,25.57,21.38,3,Rehabilitation & Resettlement,22.735214,75.85024,474,1
LA03843,Metro,Rajasthan,Kota,86.61,52,2,0,27,41.45,56.45,34.94,54.42,38.95,36.62,12.63,74,66,6.2,5.45,22.79,20.86,5,Compensation,25.179419,75.836601,480,1
LA03844,Railway,Rajasthan,Jaipur,67.21,45,1,0,16,32.11,52.1,14.74,44.46,33.69,41.64,14.26,50,59,2.71,9.11,15.31,13.83,1,Award,26.876737,75.708262,318,1
LA03845,Highway,Karnataka,Dharwad,68.93,80,3,2,63,44.66,81.93,37.14,79.11,62.69,79.03,9.0,20,38,5.48,15.4,21.25,11.62,1,Compensation,15.491483,75.044949,420,1
LA03846,Power,Tamil Nadu,Madurai,47.04,45,2,1,96,19.34,18.3,32.76,5.35,14.68,37.7,13.66,99,63,5.36,9.32,15.7,15.46,3,Preliminary Notification,9.888916,78.070893,481,1
LA03847,Airport,Uttar Pradesh,Kanpur Nagar,8.41,5,2,1,54,40.93,44.39,24.98,23.1,44.08,33.3,11.11,76,65,1.0,9.98,20.33,9.65,2,Award,26.511993,80.272556,26,0
LA03848,Urban Development,Uttar Pradesh,Agra,53.13,5,1,0,26,51.48,72.42,63.57,67.66,69.24,74.28,9.55,76,79,1.0,6.6,12.27,7.35,2,Possession,27.19864,77.966121,64,0
LA03849,Power,Telangana,Karimnagar,103.88,149,3,0,38,46.27,39.53,31.98,35.22,60.24,56.25,11.76,61,60,5.69,10.74,20.35,17.42,1,Award,18.463435,79.017562,361,1
LA03850,Airport,Uttar Pradesh,Lucknow,23.55,5,2,1,80,54.41,47.3,78.2,39.04,63.14,68.03,6.97,82,59,8.71,9.25,20.37,6.39,2,Compensation,26.853953,80.906702,111,0
LA03851,Industrial Corridor,Karnataka,Bengaluru Urban,77.15,41,1,0,40,35.8,55.34,53.03,59.63,62.06,74.33,7.32,56,5,7.06,9.69,25.0,17.61,1,Compensation,13.071482,77.561176,265,1
LA03852,Urban Development,Andhra Pradesh,Vijayawada,97.14,111,1,1,66,49.47,49.63,46.89,75.35,41.88,58.09,15.35,79,73,4.87,10.39,19.11,17.37,3,Compensation,16.628244,80.71802,469,1
LA03853,Metro,Karnataka,Belagavi,35.57,46,1,1,49,65.78,66.71,58.57,58.0,78.49,69.52,14.28,54,61,7.8,2.6,8.49,19.76,4,Possession,15.753133,74.422363,454,1
LA03854,Highway,Punjab,Bathinda,273.43,224,1,0,10,7.48,45.8,42.21,59.41,53.54,27.94,3.61,73,113,5.06,2.0,18.91,21.66,3,Award,30.078452,74.874667,432,1
LA03855,Industrial Corridor,Maharashtra,Mumbai,150.33,217,1,0,10,52.94,63.76,44.6,41.05,54.37,43.95,4.32,51,35,8.0,7.71,17.22,15.6,1,Compensation,19.070821,72.962986,263,1
LA03856,Highway,Andhra Pradesh,Visakhapatnam,207.12,353,4,1,47,31.26,35.01,22.51,26.89,40.13,33.2,8.64,94,76,2.51,9.57,24.57,22.65,3,Award,17.818635,83.295364,479,1
LA03857,Airport,Gujarat,Surat,105.23,162,4,1,55,80.75,93.14,55.4,68.28,64.03,77.1,7.83,50,28,3.0,9.51,19.23,16.89,0,Possession,21.0891,72.713318,61,0
LA03858,Railway,Karnataka,Mysuru,40.06,33,1,0,75,54.31,59.49,60.92,56.54,72.13,64.89,13.88,74,36,2.76,10.49,22.62,14.56,2,Compensation,12.295507,76.474926,285,1
LA03859,Railway,Punjab,Patiala,787.71,691,3,0,15,43.59,33.37,40.18,54.25,62.88,67.19,11.72,71,34,5.87,10.51,27.36,17.17,1,Compensation,30.39239,76.377093,60,0
LA03860,Railway,Telangana,Karimnagar,68.02,75,2,1,50,58.77,71.56,46.78,68.41,69.35,72.21,10.38,66,37,4.67,9.32,19.65,20.72,2,Compensation,18.444234,79.043376,92,0
LA03861,Metro,Rajasthan,Kota,79.23,74,5,0,23,60.91,67.77,82.28,78.79,78.59,73.03,9.2,36,97,6.32,12.6,10.31,4.0,3,Possession,25.271917,75.941922,2,0
LA03862,Metro,Telangana,Karimnagar,92.36,159,2,0,14,60.52,64.58,74.93,88.34,63.01,72.33,10.75,59,70,1.0,7.8,28.48,14.71,1,Possession,18.631611,79.141203,98,0
LA03863,Highway,Telangana,Nalgonda,43.52,92,0,0,21,52.11,60.69,29.77,49.26,64.97,70.59,7.63,57,9,4.65,7.59,12.74,23.1,1,Compensation,17.05666,79.308569,4,0
LA03864,Metro,Madhya Pradesh,Indore,125.31,144,0,1,42,51.76,75.02,38.05,59.42,76.72,75.13,14.52,59,57,3.21,10.84,21.05,16.53,1,Compensation,22.779339,75.857689,487,1
LA03865,Metro,Andhra Pradesh,Guntur,35.17,32,1,0,39,39.81,62.68,51.17,64.65,64.65,64.46,16.0,45,76,1.9,6.42,26.48,8.31,2,Compensation,16.2742,80.300585,269,1
LA03866,Highway,Maharashtra,Nashik,278.92,367,5,0,42,54.6,48.67,48.23,55.97,59.36,56.07,10.82,82,64,2.97,13.34,23.15,24.12,4,Compensation,20.031732,73.819275,418,1
LA03867,Urban Development,Andhra Pradesh,Vijayawada,66.6,142,2,2,100,36.95,57.84,59.66,50.07,50.24,43.33,11.5,70,74,3.19,11.42,21.28,20.81,3,Compensation,16.509766,80.626034,489,1
LA03868,Highway,Tamil Nadu,Chennai,86.08,132,0,2,83,55.68,56.11,24.5,56.07,56.55,64.39,9.62,71,73,4.62,5.55,16.98,9.72,2,Compensation,13.060766,80.235619,426,1
LA03869,Urban Development,Uttar Pradesh,Varanasi,42.71,95,4,2,81,59.2,95.7,79.0,57.8,82.64,80.91,9.81,28,47,6.06,14.44,17.55,11.87,2,Possession,25.290023,83.006925,63,0
LA03870,Metro,Karnataka,Mysuru,16.95,7,1,0,75,75.89,61.11,78.44,71.94,67.77,59.73,6.97,49,51,1.68,8.54,26.33,9.34,0,Possession,12.277261,76.52666,36,0
LA03871,Airport,Punjab,Bathinda,139.35,90,2,1,65,47.01,46.15,45.99,53.12,53.78,55.64,16.72,48,76,3.06,9.76,14.13,14.95,2,Compensation,30.292598,74.964603,401,1
LA03872,Railway,Telangana,Warangal,31.25,5,0,1,111,56.58,48.57,55.22,34.64,70.94,60.81,8.11,56,47,2.59,7.43,12.8,10.83,0,Compensation,17.925563,79.436761,242,1
LA03873,Airport,Andhra Pradesh,Vijayawada,27.82,61,2,4,135,45.86,65.9,32.69,49.55,25.71,34.37,10.58,38,28,5.97,10.66,19.3,15.15,0,Compensation,16.47011,80.617918,53,0
LA03874,Airport,Rajasthan,Sawai Madhopur,180.03,214,3,0,89,54.21,76.24,45.88,32.44,55.44,68.09,9.35,51,47,4.4,9.87,22.36,17.61,0,Compensation,26.01722,76.321687,269,1
LA03875,Urban Development,Rajasthan,Jaipur,64.05,117,0,3,79,28.27,64.0,32.92,49.39,44.48,55.95,12.5,41,36,4.02,11.93,23.35,9.61,1,Award,26.940836,75.817047,458,1
LA03876,Airport,Tamil Nadu,Madurai,52.09,5,0,0,44,48.97,64.5,23.53,50.87,64.58,57.64,6.03,73,28,2.92,8.1,5.0,14.77,1,Compensation,9.96685,78.096551,303,1
LA03877,Industrial Corridor,Maharashtra,Mumbai,202.0,231,2,1,47,29.01,35.46,29.01,41.04,34.5,29.82,7.64,62,76,3.98,12.22,24.0,10.93,3,Award,19.105,72.957305,473,1
LA03878,Railway,Uttar Pradesh,Kanpur Nagar,36.73,43,0,1,101,28.39,41.8,46.6,49.64,21.71,46.56,7.35,69,67,5.38,3.68,13.77,18.97,3,Compensation,26.530192,80.214256,428,1
LA03879,Metro,Gujarat,Ahmedabad,122.77,92,2,1,84,73.93,81.57,55.04,61.37,64.06,73.53,5.1,57,29,5.0,5.21,22.15,4.0,0,Possession,22.977768,72.617972,56,0
LA03880,Irrigation,Gujarat,Vadodara,53.78,58,4,3,85,66.64,64.92,75.96,62.16,72.64,64.9,8.02,74,28,6.27,8.45,5.53,21.24,3,Possession,22.342002,73.22508,379,1
LA03881,Railway,Maharashtra,Nashik,25.96,5,4,0,44,33.04,56.74,39.17,66.73,61.03,56.78,13.03,74,59,5.06,7.34,17.78,14.16,2,Compensation,19.875668,73.867564,322,1
LA03882,Highway,Maharashtra,Mumbai,323.04,388,3,1,54,57.14,72.89,27.67,54.92,39.98,64.5,14.71,53,47,4.95,10.64,30.17,14.22,2,Compensation,19.175957,72.868452,358,1
LA03883,Metro,Uttar Pradesh,Kanpur Nagar,358.64,417,1,0,41,37.7,49.09,58.94,38.84,62.8,57.76,8.81,65,37,1.55,14.5,19.75,12.55,2,Compensation,26.435996,80.488462,458,1
LA03884,Urban Development,Rajasthan,Jodhpur,619.62,1042,5,1,90,38.17,41.57,52.82,42.62,48.74,49.95,12.5,103,60,6.7,14.21,27.86,22.43,5,Compensation,26.169702,73.054082,569,1
LA03885,Highway,Madhya Pradesh,Indore,148.21,129,2,0,52,43.61,49.22,48.91,32.54,69.26,64.57,9.01,87,17,4.61,6.85,14.42,15.79,1,Compensation,22.766611,75.845817,394,1
LA03886,Industrial Corridor,Uttar Pradesh,Varanasi,47.48,45,3,1,57,54.07,62.91,68.82,54.63,61.73,55.27,8.68,53,56,4.53,12.89,28.57,12.05,1,Compensation,25.447679,83.026917,21,0
LA03887,Industrial Corridor,Rajasthan,Kota,213.27,284,5,1,74,66.01,55.48,41.19,56.29,86.62,64.3,10.15,78,58,7.68,9.83,22.38,24.59,3,Compensation,25.13139,75.81195,399,1
LA03888,Urban Development,Rajasthan,Kota,32.8,32,2,0,35,46.46,35.61,55.57,23.28,32.93,55.28,6.91,44,12,1.3,11.71,20.7,14.52,0,Compensation,25.126176,75.762918,27,0
LA03889,Highway,Andhra Pradesh,Guntur,57.73,80,1,2,53,60.45,61.05,54.57,75.21,70.23,69.92,4.95,59,5,6.88,11.17,13.56,22.85,2,Possession,16.453223,80.35243,415,1
LA03890,Industrial Corridor,Gujarat,Vadodara,23.15,35,2,0,15,5.0,40.09,36.93,24.92,26.08,35.7,7.77,56,61,5.43,5.22,21.15,10.12,1,Award,22.382973,73.254658,345,1
LA03891,Urban Development,Gujarat,Ahmedabad,192.81,309,4,1,42,45.85,32.38,30.31,35.37,26.73,42.86,14.22,88,89,5.79,9.56,14.45,10.25,3,Award,23.024304,72.55433,484,1
LA03892,Metro,Uttar Pradesh,Lucknow,43.38,105,1,2,41,27.14,35.93,37.54,44.15,41.44,48.64,8.53,59,55,5.89,13.56,28.58,11.02,1,Award,26.767047,80.926178,33,0
LA03893,Irrigation,Andhra Pradesh,Vijayawada,426.1,805,2,1,39,56.43,64.68,29.78,66.14,72.81,69.48,11.22,65,69,8.17,9.52,22.24,14.6,3,Compensation,16.650356,80.670746,467,1
LA03894,Metro,Andhra Pradesh,Vijayawada,56.03,5,2,2,72,59.88,68.29,87.44,60.25,58.37,59.13,12.22,67,65,4.41,15.86,23.21,11.46,4,Possession,16.352523,80.609972,391,1
LA03895,Urban Development,Tamil Nadu,Chennai,515.19,450,4,4,142,8.14,36.73,52.11,15.98,29.43,25.0,14.15,78,68,9.24,6.68,21.77,20.71,5,Award,13.087712,80.224425,618,1
LA03896,Metro,Gujarat,Ahmedabad,66.64,50,0,2,62,50.68,50.16,63.37,28.48,69.94,36.67,12.75,71,45,9.21,5.59,15.08,6.53,3,Compensation,22.960945,72.70297,475,1
LA03897,Urban Development,Uttar Pradesh,Agra,27.99,77,1,0,17,53.39,54.47,43.75,58.45,29.8,50.15,8.43,46,65,3.69,6.22,24.38,19.65,2,Compensation,27.193463,77.866615,301,1
LA03898,Airport,Karnataka,Mysuru,180.87,175,3,1,64,63.06,40.84,23.26,37.84,33.1,63.22,10.57,78,43,5.97,10.79,28.63,8.46,1,Compensation,12.248161,76.470967,345,1
LA03899,Highway,Punjab,Bathinda,46.65,35,0,1,94,47.13,70.15,35.26,60.88,65.54,69.73,14.77,87,16,4.16,8.33,18.1,11.25,2,Compensation,30.196524,74.955354,390,1
LA03900,Urban Development,Andhra Pradesh,Kurnool,35.6,36,1,3,86,20.01,41.02,10.71,8.16,29.6,38.05,12.76,92,45,7.77,10.23,25.23,13.61,3,Preliminary Notification,15.835286,78.0277,524,1
LA03901,Irrigation,Andhra Pradesh,Vijayawada,68.1,93,1,1,124,53.9,40.12,48.05,47.93,26.42,54.34,8.39,65,85,5.61,12.69,17.45,20.12,4,Compensation,16.563724,80.555187,51,0
LA03902,Highway,Telangana,Karimnagar,115.87,110,4,1,72,49.63,56.8,66.5,68.75,53.15,65.97,10.41,59,77,4.21,11.93,12.95,15.03,1,Possession,18.341175,79.108204,260,1
LA03903,Irrigation,Rajasthan,Kota,70.68,97,1,1,128,65.48,54.33,45.64,79.3,60.19,76.39,5.59,14,64,6.28,4.23,23.76,7.81,2,Possession,25.244973,75.734372,12,0
LA03904,Irrigation,Gujarat,Surat,97.18,142,1,0,54,48.16,35.48,21.46,27.32,34.35,39.44,16.08,53,51,3.29,11.57,16.9,13.5,1,Award,21.097075,72.803445,13,0
LA03905,Airport,Maharashtra,Mumbai,13.71,42,2,2,57,42.63,46.8,17.56,30.18,33.1,37.52,10.45,56,27,5.12,9.73,19.95,13.07,0,Award,19.105192,72.948514,72,0
LA03906,Urban Development,Telangana,Warangal,80.31,46,2,0,6,53.76,81.6,79.3,54.52,90.29,77.79,7.98,28,94,5.67,13.74,8.81,25.48,3,Possession,18.048095,79.538551,38,0
LA03907,Irrigation,Madhya Pradesh,Indore,242.29,442,1,1,32,71.24,79.72,62.9,100.0,71.39,80.37,6.04,59,41,5.18,9.89,18.28,24.32,1,Rehabilitation & Resettlement,22.675101,75.90301,2,0
LA03908,Metro,Tamil Nadu,Chennai,37.05,65,1,0,6,41.19,40.56,43.96,49.52,49.28,42.88,8.3,50,67,5.52,10.46,24.72,8.05,1,Compensation,12.974522,80.366127,17,0
LA03909,Railway,Karnataka,Belagavi,55.84,11,1,0,48,66.39,53.02,56.17,80.16,70.7,68.43,13.9,47,42,4.77,6.57,18.86,12.98,1,Possession,15.898826,74.536996,32,0
LA03910,Railway,Karnataka,Mysuru,147.62,262,1,3,88,44.13,62.5,45.2,54.17,42.15,56.9,7.57,69,31,4.22,9.35,27.56,20.86,2,Compensation,12.299652,76.854718,426,1
LA03911,Highway,Maharashtra,Nashik,19.38,36,2,0,73,44.19,65.7,53.94,44.38,45.71,57.24,3.0,42,95,6.21,11.88,12.31,4.0,2,Compensation,19.951124,73.767302,488,1
LA03912,Metro,Telangana,Hyderabad,225.36,262,3,4,105,17.25,27.22,44.3,38.7,12.9,41.02,9.47,103,49,3.36,10.15,33.75,4.0,2,Award,17.377399,78.361819,9,0
LA03913,Urban Development,Madhya Pradesh,Gwalior,74.81,47,1,2,68,47.9,52.55,42.47,39.97,59.66,47.13,8.22,59,52,5.85,11.42,23.09,15.72,0,Compensation,26.099178,78.24216,98,0
LA03914,Highway,Karnataka,Dharwad,164.4,129,2,1,61,74.85,79.43,90.08,75.61,80.02,85.53,12.43,43,62,5.43,7.14,19.74,11.38,2,Rehabilitation & Resettlement,15.390198,75.067372,313,1
LA03915,Irrigation,Maharashtra,Mumbai,238.34,197,1,2,36,52.56,65.88,67.79,82.51,68.99,70.4,9.33,68,73,6.09,10.73,24.12,16.61,3,Possession,19.258364,72.898021,15,0
LA03916,Airport,Gujarat,Surat,241.31,362,3,0,25,47.1,26.02,41.08,34.84,40.93,31.48,9.74,87,13,5.32,5.78,24.37,15.55,1,Compensation,21.152928,72.966747,40,0
LA03917,Urban Development,Madhya Pradesh,Indore,314.98,490,6,0,100,48.79,51.9,45.03,54.0,60.99,72.26,13.22,77,117,4.09,12.3,23.34,19.06,5,Compensation,22.668393,75.811773,482,1
LA03918,Airport,Karnataka,Bengaluru Urban,67.28,130,2,1,52,51.57,56.43,33.15,55.46,37.97,60.51,8.94,62,80,4.65,8.53,27.58,12.6,2,Compensation,12.900974,77.672804,86,0
LA03919,Industrial Corridor,Uttar Pradesh,Agra,198.46,312,2,1,56,70.44,69.14,50.45,50.8,50.2,59.52,10.7,26,81,6.08,8.33,16.16,23.14,3,Compensation,27.229604,78.020807,330,1
LA03920,Irrigation,Madhya Pradesh,Bhopal,35.63,38,4,2,81,49.02,70.5,47.12,44.48,70.9,62.63,8.05,57,51,7.7,6.57,15.16,12.62,1,Compensation,23.331495,77.520744,103,0
LA03921,Airport,Madhya Pradesh,Indore,106.84,157,1,0,65,54.0,49.65,61.8,49.49,54.42,54.01,6.05,66,26,1.66,2.04,24.99,4.0,1,Compensation,22.703841,75.918618,88,0
LA03922,Highway,Andhra Pradesh,Vijayawada,75.73,93,1,1,96,63.16,70.77,61.29,82.71,80.6,73.89,8.79,54,60,4.07,8.63,11.07,5.8,0,Possession,16.370714,80.61289,64,0
LA03923,Industrial Corridor,Tamil Nadu,Coimbatore,80.42,119,3,1,60,34.76,32.62,33.38,28.1,41.42,33.26,9.43,85,51,7.53,6.07,15.89,12.21,2,Award,11.058104,76.864213,418,1
LA03924,Airport,Maharashtra,Nagpur,60.32,38,1,1,56,47.99,49.33,38.12,51.01,51.56,64.11,14.86,56,46,6.06,6.28,10.81,12.7,2,Compensation,21.278155,79.092375,337,1
LA03925,Urban Development,Karnataka,Dharwad,55.51,92,1,1,33,65.7,49.42,47.18,74.63,43.3,63.87,10.06,88,67,7.15,12.19,20.18,4.0,4,Possession,15.208579,75.018705,371,1
LA03926,Industrial Corridor,Karnataka,Bengaluru Urban,18.62,23,2,3,169,31.05,18.31,22.9,28.63,17.05,29.7,9.02,76,59,8.39,4.63,14.85,16.64,2,Award,12.929747,77.617322,482,1
LA03927,Airport,Rajasthan,Sawai Madhopur,54.8,79,1,3,64,34.74,44.21,23.89,51.53,31.25,49.48,9.18,51,43,4.71,8.1,25.7,4.75,0,Award,25.973513,76.280472,447,1
LA03928,Metro,Rajasthan,Kota,34.46,50,0,2,38,76.38,92.34,62.29,76.85,52.23,86.22,14.5,66,24,2.25,16.26,13.11,14.72,3,Possession,25.154965,76.06016,343,1
LA03929,Airport,Andhra Pradesh,Kurnool,23.44,5,4,2,131,40.79,44.27,38.45,36.62,30.94,50.12,13.47,99,68,6.05,10.72,18.68,7.48,4,Award,15.845322,78.036208,609,1
LA03930,Irrigation,Tamil Nadu,Coimbatore,167.63,288,1,0,23,82.93,48.76,59.14,51.88,46.5,35.45,11.46,85,40,4.1,7.86,24.19,9.8,1,Possession,11.053579,77.001979,87,0
LA03931,Irrigation,Gujarat,Rajkot,142.1,160,2,1,52,66.43,47.32,47.34,52.31,51.71,59.97,9.57,67,67,3.99,8.95,22.21,20.24,3,Compensation,22.371388,70.900539,8,0
LA03932,Urban Development,Madhya Pradesh,Indore,516.87,822,8,1,80,55.57,65.5,55.51,50.97,57.73,85.02,17.97,65,66,7.42,7.27,34.54,23.65,6,Compensation,22.678029,75.851867,554,1
LA03933,Irrigation,Uttar Pradesh,Varanasi,94.92,167,1,3,76,59.41,34.63,52.2,63.79,43.94,42.84,8.02,75,62,6.65,5.63,9.57,8.18,3,Compensation,25.311442,82.996469,383,1
LA03934,Urban Development,Karnataka,Dharwad,83.19,86,0,1,43,69.72,74.66,79.39,66.29,71.63,87.64,10.92,71,24,4.81,7.05,10.36,24.1,2,Possession,15.367537,74.94981,375,1
LA03935,Airport,Karnataka,Bengaluru Urban,273.36,410,3,2,52,61.51,40.1,43.66,80.26,54.43,68.79,9.5,69,67,5.52,11.88,24.09,19.15,3,Possession,12.935838,77.762982,425,1
LA03936,Irrigation,Uttar Pradesh,Lucknow,42.31,28,2,1,99,35.7,39.61,51.85,31.51,51.45,49.73,14.1,61,95,6.08,5.04,24.05,13.69,4,Award,26.888624,80.916619,530,1
LA03937,Urban Development,Andhra Pradesh,Guntur,43.99,25,1,1,58,68.36,72.72,52.05,90.84,52.54,57.7,9.1,54,40,3.64,10.36,7.98,23.42,1,Possession,16.49521,80.462066,77,0
LA03938,Urban Development,Uttar Pradesh,Agra,713.21,1231,5,1,69,61.52,47.86,50.95,50.34,71.92,60.9,9.2,115,80,4.93,17.79,8.02,28.93,4,Compensation,27.240494,78.028232,516,1
LA03939,Industrial Corridor,Maharashtra,Pune,46.76,63,5,1,54,60.36,56.3,40.0,54.57,51.46,65.24,8.65,57,65,1.0,8.49,26.15,24.26,2,Compensation,18.495115,73.865273,473,1
LA03940,Irrigation,Punjab,Bathinda,29.08,56,0,0,2,48.37,45.19,56.13,45.39,63.98,41.1,11.97,68,53,5.49,8.88,15.35,14.72,1,Compensation,30.215401,74.914609,441,1
LA03941,Metro,Telangana,Karimnagar,28.71,5,2,0,22,53.13,56.19,69.27,71.08,81.67,59.6,10.98,63,5,5.15,7.5,20.75,11.14,1,Possession,18.302757,79.036481,327,1
LA03942,Power,Maharashtra,Nashik,12.0,42,2,4,110,68.19,89.23,80.34,56.28,73.9,69.84,12.75,52,38,6.63,8.95,15.94,12.69,2,Possession,20.021542,73.726745,449,1
LA03943,Irrigation,Andhra Pradesh,Kurnool,322.64,199,3,1,68,35.49,87.44,67.77,67.93,96.59,83.55,11.57,23,63,4.14,6.55,13.07,21.04,2,Compensation,15.914791,77.934065,341,1
LA03944,Industrial Corridor,Karnataka,Belagavi,32.18,51,2,3,88,68.89,68.98,96.03,69.86,50.75,64.29,12.43,50,80,9.88,7.63,11.06,32.18,4,Rehabilitation & Resettlement,15.877804,74.433201,457,1
LA03945,Power,Uttar Pradesh,Kanpur Nagar,67.67,107,1,1,65,76.02,62.54,55.12,83.32,67.54,49.98,12.05,51,48,8.68,2.0,25.18,12.99,2,Possession,26.387646,80.133564,302,1
LA03946,Irrigation,Andhra Pradesh,Guntur,45.07,22,0,2,51,44.02,79.73,26.0,42.16,53.64,61.66,10.82,40,73,1.26,13.14,9.99,13.99,2,Award,16.254205,80.40926,379,1
